D.Va,Tracer,Zenyatta,Roadhog,Zarya,Mercy,McCree,Genji,Ana,Junkrat,Widowmaker,Orisa,Soldier: 76,Doomfist,Reaper,Reinhardt,Torbjörn,Pharah,Winston,Moira,Sombra,Lúcio,Hanzo,Mei,Bastion,Symmetra,hours,rank
0:0,1:0,0:0,0:0,0:0,0:0,3:0,2:0,0:0,0:0,1:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,Updated : 15 Hours Ago,4091
0:0,2:0,0:0,0:0,0:0,4:0,1:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 61 Hours Ago,4091
0:0,0:0,0:1,0:0,0:0,0:1,0:0,0:1,5:4,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 37 Hours Ago,4091
3:3,1:0,0:1,1:2,1:1,0:1,0:1,0:0,0:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,1:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 48 Hours Ago,4091
2:1,0:0,1:1,0:0,0:0,6:1,0:0,0:0,5:2,0:0,0:0,0:1,0:0,0:0,0:0,1:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 4 Hours Ago,4091
3:1,0:0,2:0,0:0,0:0,11:7,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 16 Hours Ago,4091
1:0,0:0,0:1,2:0,2:1,0:0,0:0,0:0,1:2,0:1,0:0,0:0,0:0,0:0,0:0,1:1,0:2,0:0,6:6,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 19 Hours Ago,4091
2:2,0:2,1:1,5:1,0:0,1:5,0:1,2:2,1:1,0:0,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 16 Hours Ago,4091
0:2,0:0,1:0,0:0,0:0,14:11,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 29 Hours Ago,4091
1:1,0:0,0:0,0:0,0:0,23:20,0:0,0:0,1:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,Updated : 18 Hours Ago,4091
2:2,4:4,1:3,0:0,1:0,3:6,2:2,4:1,1:2,1:0,4:2,1:0,0:2,0:0,0:0,0:1,0:0,0:1,0:1,0:0,0:0,2:2,2:0,0:1,0:0,0:0,Updated : 14 Hours Ago,4091
5:2,11:3,6:1,1:1,1:2,1:4,4:2,9:2,3:4,0:0,7:3,0:0,1:0,1:0,1:0,2:0,0:0,1:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 14 Hours Ago,4091
1:0,3:5,1:2,2:1,3:0,0:0,19:14,6:2,0:1,0:0,11:7,0:1,1:1,0:0,0:1,0:0,0:0,0:1,1:0,0:0,0:0,0:0,0:1,0:0,2:1,0:0,Updated : 44 Hours Ago,4091
7:4,5:3,8:5,1:4,1:0,4:4,4:1,11:9,1:2,0:0,0:1,0:1,0:2,0:0,0:0,1:1,0:0,0:1,15:7,0:0,0:0,0:0,0:1,0:1,0:0,0:0,Updated : 15 Hours Ago,4091
1:1,59:36,0:0,0:0,0:0,3:5,0:0,0:0,0:0,0:0,0:0,0:0,2:1,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,Updated : 86 Hours Ago,4091
0:0,0:0,1:1,0:0,0:0,57:51,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:2,0:0,0:0,0:0,0:0,Updated : 31 Hours Ago,4091
2:1,2:4,15:14,2:4,1:0,3:2,3:3,6:8,4:4,3:0,8:5,2:1,0:0,0:0,0:0,4:9,0:0,1:0,4:3,0:0,0:1,0:0,1:1,1:0,0:0,0:0,Updated : 15 Hours Ago,4091
0:1,13:13,2:5,4:5,7:3,0:2,19:10,9:9,3:7,4:3,1:1,0:0,3:4,0:0,0:0,0:1,0:0,7:2,2:3,0:0,0:0,0:0,0:1,0:0,1:4,0:1,Updated : 11 Hours Ago,4091
8:10,0:0,3:2,0:0,0:1,79:42,0:0,0:0,4:2,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,2:2,0:0,0:0,1:1,0:0,0:1,0:0,0:0,Updated : 13 Hours Ago,4091
0:1,1:1,10:14,0:0,4:3,90:66,1:2,0:0,4:3,0:0,1:1,3:1,1:1,0:0,0:1,3:7,1:1,0:1,5:8,2:4,1:1,8:15,0:0,0:0,0:0,2:3,Updated : 14 Hours Ago,4091
0:0,0:0,3:0,0:0,1:0,1:1,0:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 14 Hours Ago,4090
0:0,1:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,1:3,0:0,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,Updated : 14 Hours Ago,4090
0:1,0:0,2:4,0:0,0:0,0:0,0:0,0:0,5:5,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 24 Hours Ago,4090
0:0,0:1,8:7,0:0,0:0,0:0,0:4,0:0,0:0,0:1,0:1,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,Updated : 199 Hours Ago,4090
1:1,2:1,1:1,6:4,2:0,1:0,0:1,4:3,0:0,0:0,0:0,0:0,0:0,0:0,0:0,2:1,0:1,0:0,0:1,0:0,0:0,0:0,0:0,0:1,0:0,0:0,Updated : 16 Hours Ago,4090
7:5,3:3,1:0,1:0,2:2,1:1,0:0,0:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,1:0,0:0,0:0,3:3,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 21 Hours Ago,4090
1:0,0:0,0:0,4:5,3:4,0:0,0:1,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,1:2,0:0,0:0,1:2,7:8,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 14 Hours Ago,4090
0:0,7:6,1:0,1:0,2:1,0:0,3:3,3:2,1:0,1:0,3:1,0:0,3:0,1:0,0:0,0:0,0:0,2:1,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,Updated : 44 Hours Ago,4090
8:12,0:1,0:0,0:0,7:5,0:1,0:0,2:2,2:3,0:0,0:0,2:3,3:4,0:0,0:0,1:0,0:0,0:0,2:1,0:1,0:0,1:2,0:0,0:0,0:0,0:0,Updated : 14 Hours Ago,4090
2:3,7:8,3:1,1:2,0:3,0:1,5:7,0:1,0:0,5:3,3:5,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:3,0:0,0:0,0:0,0:1,0:0,0:0,0:0,Updated : 17 Hours Ago,4090
0:0,0:0,6:7,0:1,0:2,4:3,0:1,0:0,11:8,0:0,0:0,1:1,0:0,0:0,0:1,2:1,0:0,0:0,1:0,1:0,1:0,1:1,0:2,6:6,0:0,2:1,Updated : 20 Hours Ago,4090
0:0,0:0,0:0,9:4,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 32 Hours Ago,4089
0:2,0:0,0:0,0:0,0:0,8:9,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 11 Hours Ago,4089
1:2,7:2,1:0,0:0,0:0,1:0,0:0,0:0,1:0,1:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 14 Hours Ago,4089
0:0,6:4,1:0,0:0,0:0,0:0,4:4,0:0,0:0,0:0,0:0,0:0,1:2,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 95 Hours Ago,4089
0:2,0:0,8:9,0:0,0:0,2:1,1:0,0:0,0:0,0:1,0:0,0:0,1:0,0:0,0:0,0:0,0:0,2:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 13 Hours Ago,4089
7:0,0:0,3:4,2:1,0:0,0:3,0:0,0:0,0:1,0:0,0:0,3:0,0:1,0:0,0:0,0:2,0:0,0:0,2:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 13 Hours Ago,4089
7:0,0:0,3:4,2:1,0:0,0:3,0:0,0:0,0:1,0:0,0:0,3:0,0:1,0:0,0:0,0:2,0:0,0:0,2:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 13 Hours Ago,4089
1:1,0:0,4:3,0:0,1:0,11:8,0:0,0:0,1:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,1:0,2:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 69 Hours Ago,4089
1:0,1:1,0:1,0:0,1:1,0:0,2:3,2:1,0:3,3:1,8:6,0:0,2:2,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:1,0:1,4:1,0:0,0:0,0:0,Updated : 24 Hours Ago,4089
3:3,0:0,6:2,5:2,4:6,0:0,1:0,0:1,0:0,0:0,0:0,1:0,0:2,0:0,0:0,1:1,0:0,0:0,5:4,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 15 Hours Ago,4089
0:0,4:2,2:0,2:2,0:0,0:0,2:1,3:3,1:1,2:1,1:0,0:1,1:3,0:1,4:5,0:0,1:1,0:1,0:0,0:0,0:0,0:0,5:4,1:1,0:0,0:1,Updated : 66 Hours Ago,4089
10:2,0:2,4:2,5:3,9:3,0:1,0:1,1:2,1:0,0:0,0:0,0:1,3:1,0:0,0:0,1:1,0:0,0:0,2:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 75 Hours Ago,4089
36:39,0:0,0:2,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 21 Hours Ago,4089
0:0,0:0,0:0,0:0,0:0,61:32,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 65 Hours Ago,4089
6:5,9:11,3:4,5:4,2:4,4:3,4:4,14:18,1:1,0:1,3:5,2:0,2:2,0:0,0:0,0:0,0:0,1:0,2:4,0:0,1:0,0:0,0:1,0:1,0:0,0:0,Updated : 110 Hours Ago,4089
9:4,2:6,16:13,5:3,1:1,25:15,0:2,1:3,10:11,0:0,0:3,1:1,1:2,0:0,0:0,1:1,0:0,1:0,5:5,3:2,0:0,1:5,0:0,1:0,0:0,0:0,Updated : 15 Hours Ago,4089
0:0,0:0,0:0,2:3,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,1:2,0:0,0:0,0:0,0:0,0:0,Updated : 5 Hours Ago,4088
0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3:4,0:0,0:0,0:1,0:0,0:0,0:0,0:1,0:1,0:0,0:0,Updated : 22 Hours Ago,4088
0:0,0:0,0:0,0:1,0:0,0:0,0:0,3:1,0:1,0:0,0:0,0:0,2:1,0:0,0:0,0:0,0:0,0:0,0:0,2:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 18 Hours Ago,4088
1:0,0:0,0:0,10:3,0:1,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 244 Hours Ago,4088
1:0,0:0,0:2,0:0,0:0,0:0,2:0,3:4,0:1,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,2:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 16 Hours Ago,4088
7:1,1:0,1:0,0:1,0:0,1:2,1:1,0:0,0:0,0:0,0:1,1:0,1:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,Updated : 21 Hours Ago,4088
1:0,0:0,2:2,0:0,0:0,7:5,0:0,0:0,0:1,0:0,0:0,0:0,1:0,0:0,0:0,0:1,0:0,0:0,0:1,0:0,1:0,0:1,0:0,0:0,0:0,0:0,Updated : 27 Hours Ago,4088
0:0,5:5,0:0,0:0,0:0,0:1,1:2,3:1,0:0,0:1,0:1,0:0,0:0,9:4,0:0,0:0,0:0,0:0,2:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 13 Hours Ago,4088
2:1,2:0,1:1,1:0,3:3,0:0,2:2,5:2,1:1,2:1,2:1,0:0,0:1,0:0,0:0,0:1,0:2,1:0,1:0,0:0,1:0,0:1,0:1,0:1,0:2,0:0,Updated : 27 Hours Ago,4088
2:1,3:8,0:4,2:1,1:0,0:1,1:1,4:2,4:3,0:0,0:0,1:0,3:1,0:0,0:1,1:0,0:0,2:0,1:3,0:0,0:0,0:1,1:0,0:0,0:0,0:0,Updated : 12 Hours Ago,4088
3:0,2:3,1:0,3:5,0:0,1:3,2:3,13:3,0:0,5:3,0:1,0:0,2:1,0:2,0:1,0:0,0:1,0:0,0:1,0:0,0:0,1:0,0:1,0:1,0:0,0:0,Updated : 15 Hours Ago,4088
0:1,0:0,2:4,0:0,0:1,25:20,0:0,0:0,1:2,1:0,0:0,0:0,0:0,0:0,0:0,1:0,0:1,0:0,0:1,0:3,0:0,11:7,0:0,0:0,0:0,0:0,Updated : 2 Hours Ago,4088
7:8,0:0,1:2,1:0,0:1,2:3,0:1,0:1,0:3,23:22,0:0,1:0,1:0,0:0,0:0,1:2,0:1,0:0,1:2,0:0,0:0,0:1,1:1,0:0,0:1,0:0,Updated : 69 Hours Ago,4088
9:11,0:0,5:7,11:10,3:0,1:1,1:0,0:1,2:2,0:0,0:2,0:1,0:0,0:0,0:0,7:3,0:0,0:0,11:8,0:0,0:0,1:0,0:0,0:0,0:0,0:0,Updated : 15 Hours Ago,4088
0:2,0:0,7:11,0:0,0:0,38:40,0:0,0:0,0:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,Updated : 13 Hours Ago,4088
3:7,0:0,3:4,0:1,0:0,26:20,1:1,9:17,4:1,0:1,0:0,0:1,0:0,0:0,0:0,0:2,0:0,0:0,2:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 16 Hours Ago,4088
15:15,2:5,4:10,10:9,0:1,1:2,2:3,5:4,0:1,0:0,0:1,0:0,2:0,0:0,0:0,2:0,0:0,3:4,16:10,0:0,0:0,0:0,0:1,0:1,0:0,0:0,Updated : 25 Hours Ago,4088
1:2,0:0,0:4,0:0,0:0,81:80,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,1:1,0:0,0:0,0:2,0:0,0:1,0:0,0:0,Updated : 9 Hours Ago,4088
0:1,0:0,0:0,1:1,0:0,0:1,0:0,0:0,0:0,1:0,0:0,1:0,0:0,0:0,0:0,1:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 14 Hours Ago,4087
0:0,0:0,1:1,1:0,0:0,0:1,0:0,0:0,5:1,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,Updated : 357 Hours Ago,4087
0:0,1:0,0:1,0:1,0:1,0:0,5:2,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 15 Hours Ago,4087
1:0,0:0,0:0,1:2,0:0,0:0,2:1,2:0,0:1,1:0,1:1,0:0,0:0,0:1,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,Updated : 14 Hours Ago,4087
0:0,5:2,0:0,1:1,0:0,0:0,0:0,1:0,0:0,0:0,1:2,0:0,0:1,2:3,0:0,1:0,1:1,1:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,Updated : 298 Hours Ago,4087
3:1,0:0,0:2,0:0,2:1,2:1,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,5:5,2:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 19 Hours Ago,4087
2:2,0:0,8:5,0:0,1:1,4:3,0:0,0:0,1:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,1:4,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 15 Hours Ago,4087
2:1,2:2,0:1,0:0,0:0,1:0,5:2,2:5,0:0,1:0,0:1,0:1,1:1,0:0,0:0,1:2,0:0,0:1,0:2,0:0,0:0,0:0,0:1,0:0,0:0,0:0,Updated : 20 Hours Ago,4087
1:2,8:8,0:0,1:1,1:1,3:1,2:2,5:3,0:0,0:1,2:2,0:0,0:0,0:0,0:0,1:0,0:0,0:2,0:1,0:0,0:0,0:0,0:1,0:1,1:0,0:0,Updated : 17 Hours Ago,4087
0:0,27:18,0:0,0:0,0:0,0:1,1:1,5:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 15 Hours Ago,4087
0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,29:29,0:0,0:0,1:2,0:0,0:1,0:0,0:0,2:1,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,Updated : 15 Hours Ago,4087
0:0,32:13,1:1,0:1,1:0,0:2,10:3,0:1,0:0,1:0,3:1,0:0,3:5,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:2,0:1,0:0,0:0,Updated : 15 Hours Ago,4087
3:6,1:1,1:1,1:2,1:4,5:5,0:0,3:4,8:3,0:0,1:0,2:2,2:0,0:0,0:1,3:2,0:0,0:0,10:9,0:1,0:0,1:0,0:0,0:0,0:0,0:0,Updated : 3 Hours Ago,4087
5:5,0:0,6:2,3:1,2:3,16:19,0:1,0:0,10:9,0:0,0:0,0:0,0:0,0:0,0:0,0:2,0:0,0:0,2:2,0:0,0:0,1:1,0:0,0:0,0:1,0:0,Updated : 43 Hours Ago,4087
4:9,1:0,8:6,3:1,0:2,3:8,0:0,1:0,3:2,0:0,1:0,1:4,0:1,0:0,0:0,1:1,0:0,16:7,4:3,0:0,1:2,0:0,0:0,0:0,0:1,0:0,Updated : 31 Hours Ago,4087
1:1,0:0,7:4,30:28,2:1,5:4,0:0,0:0,0:1,2:2,0:0,1:1,0:3,0:1,0:0,0:1,0:0,2:1,1:5,0:0,0:0,0:0,0:1,0:0,0:1,0:0,Updated : 16 Hours Ago,4087
0:1,0:0,12:11,1:1,5:6,5:4,0:0,0:0,3:3,0:0,0:0,3:4,0:2,0:0,0:0,4:4,0:0,0:0,18:21,0:0,0:0,2:2,0:0,0:0,0:0,0:0,Updated : 17 Hours Ago,4087
1:1,1:4,14:11,5:4,3:1,10:10,0:4,3:4,1:1,2:3,5:4,2:1,0:2,1:1,2:0,1:0,1:0,2:2,4:2,0:0,1:0,0:0,0:3,0:0,0:0,0:0,Updated : 50 Hours Ago,4087
55:26,9:5,2:5,12:9,7:9,19:15,10:6,4:5,28:25,0:3,1:2,2:1,3:4,0:0,1:2,2:3,0:2,0:1,4:9,0:2,1:1,0:0,0:3,0:1,2:3,0:0,Updated : 20 Hours Ago,4087
8:9,0:1,4:2,5:2,11:7,184:109,0:0,0:1,22:30,0:1,1:1,1:0,0:0,0:0,0:0,0:1,0:0,2:3,0:0,0:0,0:1,1:1,0:1,0:1,0:0,0:1,Updated : 39 Hours Ago,4087
0:0,0:0,0:0,0:0,0:0,5:5,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 13 Hours Ago,4086
0:0,2:2,0:0,1:0,0:0,0:0,0:0,0:1,0:0,0:0,0:1,0:0,0:0,0:1,0:0,0:0,0:0,1:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,Updated : 11 Hours Ago,4086
0:1,0:0,0:0,0:0,1:1,0:0,0:1,5:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 74 Hours Ago,4086
0:0,0:0,0:0,0:0,0:0,0:0,0:0,2:8,0:0,0:0,0:0,0:0,0:0,0:3,0:0,0:0,0:0,0:0,0:3,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 15 Hours Ago,4086
0:1,1:1,0:2,0:1,0:2,0:0,2:2,4:2,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 113 Hours Ago,4086
0:1,0:0,0:2,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,2:1,0:0,0:0,0:0,0:3,0:0,0:0,3:13,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 8 Hours Ago,4086
2:1,1:0,0:2,0:0,1:1,2:1,4:3,1:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,4:0,0:0,0:1,4:1,0:0,0:0,0:0,0:0,0:0,0:0,0:1,Updated : 20 Hours Ago,4086
1:2,0:0,7:4,0:0,1:1,0:1,0:0,0:0,5:4,0:0,0:0,0:0,0:0,0:0,0:0,2:1,0:0,0:0,1:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,Updated : 41 Hours Ago,4086
2:1,0:0,0:1,0:0,0:0,0:0,1:2,11:9,1:0,0:1,0:0,0:0,0:0,0:0,0:2,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,Updated : 258 Hours Ago,4086
11:5,0:0,1:0,6:2,0:0,0:0,0:0,0:0,2:2,0:0,0:0,0:0,0:0,0:0,0:0,1:2,0:0,0:0,0:1,0:0,0:0,0:0,0:1,0:0,0:0,0:1,Updated : 14 Hours Ago,4086
1:1,10:5,0:0,0:1,0:1,0:1,6:6,2:0,0:2,0:0,1:1,0:0,1:0,0:0,0:0,0:0,0:0,0:1,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 16 Hours Ago,4086
0:1,4:4,0:0,0:0,0:1,0:0,8:10,6:8,0:0,2:5,2:2,0:1,0:0,0:1,0:0,0:1,1:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,Updated : 5 Hours Ago,4086
1:2,3:3,1:4,1:5,0:0,1:3,1:1,8:4,0:3,1:5,2:1,0:0,2:2,1:0,0:0,0:0,0:0,1:1,3:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 56 Hours Ago,4086
1:1,11:11,3:2,1:2,0:0,0:0,6:8,0:0,0:0,2:2,10:7,0:0,10:7,0:0,0:1,0:0,0:0,0:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,Updated : 20 Hours Ago,4086
0:0,0:1,0:0,0:0,0:1,8:8,0:0,0:0,1:6,17:15,0:0,4:7,0:0,0:0,0:0,16:9,0:0,0:0,27:18,0:0,0:0,0:0,0:1,0:0,0:0,0:0,Updated : 22 Hours Ago,4086
0:0,0:0,3:4,0:0,0:0,92:58,0:0,0:0,0:1,0:0,0:0,1:0,0:0,0:0,0:1,1:0,0:1,1:1,1:1,0:0,0:0,1:2,0:0,0:0,0:0,0:0,Updated : 19 Hours Ago,4086
0:1,7:5,4:4,6:12,6:6,2:1,2:5,54:44,7:10,3:3,0:3,0:0,1:2,0:0,0:0,1:2,0:0,4:7,9:11,0:0,0:0,2:2,1:3,0:1,0:1,0:0,Updated : 14 Hours Ago,4086
1:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,2:1,0:0,0:0,3:1,0:0,0:0,1:0,0:0,0:0,0:0,0:0,Updated : 108 Hours Ago,4085
0:0,0:0,1:0,0:0,0:0,0:0,2:1,0:1,0:0,0:0,2:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,2:0,0:0,0:0,0:0,Updated : 16 Hours Ago,4085
1:0,0:0,1:1,0:1,0:0,0:3,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,1:0,0:0,0:0,1:0,0:1,0:0,0:0,0:0,Updated : 25 Hours Ago,4085
0:0,2:3,0:1,1:1,0:0,0:0,0:0,0:0,1:2,0:0,1:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 13 Hours Ago,4085
0:0,0:0,0:0,0:0,0:0,11:4,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 29 Hours Ago,4085
3:1,0:0,0:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:2,0:0,0:0,4:1,1:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 16 Hours Ago,4085
0:0,0:0,0:0,11:9,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 93 Hours Ago,4085
7:2,0:0,1:0,1:1,1:0,0:1,0:0,0:0,0:1,0:0,0:0,0:1,0:0,0:0,0:0,1:0,0:0,0:0,3:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 15 Hours Ago,4085
0:0,0:0,3:2,0:0,0:0,7:5,0:0,0:0,0:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:2,0:0,0:0,0:0,0:0,Updated : 17 Hours Ago,4085
3:0,0:0,4:2,0:0,0:0,2:0,0:0,0:0,7:3,0:0,0:0,1:1,0:0,0:0,0:0,1:3,0:0,0:0,4:2,1:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 23 Hours Ago,4085
0:1,1:0,0:0,11:10,3:1,0:0,0:1,0:0,1:0,0:0,0:1,0:0,3:0,0:0,0:0,0:0,0:0,0:0,1:2,0:0,0:0,0:1,0:1,0:0,0:1,0:0,Updated : 15 Hours Ago,4085
0:1,11:6,0:0,0:0,0:1,0:3,0:0,11:7,0:0,0:0,0:0,0:0,6:1,0:0,0:0,0:0,0:0,0:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 23 Hours Ago,4085
