D.Va,Tracer,Zenyatta,Roadhog,Zarya,Mercy,McCree,Genji,Ana,Junkrat,Widowmaker,Orisa,Soldier: 76,Doomfist,Reaper,Reinhardt,Torbjörn,Pharah,Winston,Moira,Sombra,Lúcio,Hanzo,Mei,Bastion,Symmetra,rank
0:4,5:5,31:12,2:4,8:4,1:1,6:10,7:9,5:7,1:1,1:2,1:0,2:1,0:0,0:0,3:0,0:1,0:1,7:8,0:0,0:1,3:2,0:0,0:0,0:0,0:0,3707
1:5,8:7,5:3,3:2,3:2,1:1,12:14,13:3,5:6,3:1,17:11,1:5,3:3,0:0,0:2,4:2,4:2,3:0,0:3,0:2,0:2,2:6,18:17,5:2,3:2,3:1,3707
2:5,4:4,0:1,2:4,3:3,5:6,28:33,36:18,19:15,2:6,6:9,1:1,6:4,0:1,1:1,3:0,1:10,5:6,0:1,0:2,1:0,0:0,2:7,1:0,0:2,0:2,3707
2:6,1:1,0:1,1:2,7:4,38:36,9:4,4:3,33:44,0:0,0:1,0:0,4:1,0:0,0:0,5:6,2:1,0:0,0:3,0:0,0:0,37:32,0:0,0:2,0:0,0:0,3707
16:11,10:12,4:2,8:6,5:4,7:10,33:37,7:5,9:11,3:3,7:12,0:1,5:5,0:1,0:1,5:2,0:1,12:14,8:5,0:0,1:0,3:2,1:2,1:1,1:1,0:0,3707
4:5,17:19,6:7,1:3,3:3,26:25,30:37,16:8,21:18,3:3,13:8,1:0,4:5,0:0,2:3,0:3,3:5,5:7,2:1,0:1,2:1,3:3,5:1,0:4,2:1,1:2,3707
21:12,6:9,3:4,7:11,8:12,3:3,3:3,24:24,7:14,1:3,4:9,2:2,5:4,2:1,1:1,9:16,1:3,2:1,67:46,1:1,2:1,3:4,1:4,1:0,0:1,0:0,3707
5:10,0:1,12:11,0:1,4:5,126:73,0:0,0:0,22:30,0:8,0:2,0:2,0:1,0:2,0:0,21:20,0:1,0:0,9:10,0:2,1:3,0:1,0:0,1:1,0:0,1:0,3707
2:0,1:0,1:1,1:0,1:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3706
5:3,0:0,0:0,0:0,1:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3706
0:0,1:0,0:0,0:0,1:0,0:0,1:1,1:1,0:1,0:0,0:0,0:0,1:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3706
0:0,0:0,1:1,0:0,1:0,0:0,0:0,0:1,4:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3706
0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,2:0,0:0,0:1,0:0,0:0,3:2,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3706
0:0,0:0,0:1,0:0,0:0,1:4,0:0,0:0,0:0,0:0,0:1,0:0,0:1,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:1,0:1,0:0,3706
0:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,2:4,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3706
0:0,0:0,0:0,0:0,0:0,0:0,0:1,3:1,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,2:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3706
0:0,0:0,2:2,0:0,2:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,2:3,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3706
0:0,0:1,0:0,0:0,1:5,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:2,0:0,0:0,0:0,0:0,0:0,0:2,0:0,0:0,0:1,0:0,0:0,0:0,0:0,3706
1:2,0:1,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,1:0,2:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,3706
3:2,0:0,1:1,0:0,0:0,1:0,0:0,0:0,0:0,0:2,0:0,0:0,0:0,0:0,0:0,0:0,1:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3706
0:0,0:0,0:1,0:0,0:0,4:8,0:0,0:0,1:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3706
0:0,0:1,0:0,0:0,0:0,0:0,2:1,1:0,0:0,0:0,8:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3706
0:0,1:1,0:0,0:1,1:0,0:0,3:2,3:0,0:0,0:0,1:0,0:0,0:1,1:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3706
0:0,0:0,4:4,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,2:1,0:0,0:0,3:1,0:0,0:0,1:1,0:0,0:0,0:0,0:0,3706
1:0,0:1,0:0,6:2,3:0,0:0,0:0,0:0,0:0,2:1,0:0,0:0,1:1,0:0,1:1,0:0,0:0,0:2,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3706
1:1,0:1,1:0,0:0,1:2,0:1,0:0,0:0,2:2,0:0,0:0,4:1,1:1,0:0,0:0,1:0,0:0,0:0,2:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3706
2:0,0:0,1:0,0:0,1:0,0:0,7:1,0:0,2:3,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,1:0,2:2,0:0,0:0,0:1,0:0,0:0,0:0,0:0,3706
1:1,0:0,4:1,0:1,2:1,3:0,0:0,1:0,6:4,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,3706
0:0,0:2,0:0,3:2,0:1,0:0,1:1,5:1,4:2,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,4:4,0:0,0:0,0:0,0:0,0:0,0:0,3706
0:0,2:5,1:0,0:0,0:1,0:0,0:2,1:2,1:1,0:0,0:1,0:0,6:9,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,3706
1:3,0:0,1:0,0:0,0:1,5:2,1:0,0:0,5:5,0:0,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,2:2,0:0,0:0,1:0,0:0,0:1,0:0,0:0,3706
0:1,0:0,2:5,0:1,0:1,6:2,0:0,0:0,9:4,0:0,0:0,0:0,0:1,0:0,0:0,0:1,0:0,0:0,0:1,0:0,1:0,2:1,0:0,0:0,0:0,0:0,3706
0:1,0:0,0:0,0:0,0:0,18:17,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,3706
0:0,0:0,0:0,0:1,0:0,0:0,6:3,10:5,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,4:3,1:4,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3706
1:0,4:2,0:0,0:0,0:0,0:0,1:2,0:0,0:0,4:3,2:2,0:0,0:0,0:0,0:0,0:0,0:5,1:2,0:0,0:0,0:1,0:0,0:4,0:0,2:3,0:0,3706
1:4,1:4,4:3,2:1,0:0,3:1,0:0,0:0,3:4,0:0,0:1,0:0,0:1,0:0,0:0,0:1,0:0,0:0,3:3,0:0,0:0,1:0,0:0,0:0,0:0,0:0,3706
1:0,2:1,0:1,0:0,3:0,0:0,5:4,2:1,1:1,0:0,7:4,0:0,0:0,1:0,0:0,0:0,0:1,0:0,0:0,4:2,0:0,0:0,0:1,0:0,0:0,0:0,3706
8:3,1:2,9:4,6:7,3:4,3:4,4:2,4:6,14:21,0:1,0:0,1:1,0:3,0:0,1:1,1:1,0:0,0:1,1:1,0:1,0:0,1:1,0:0,0:0,0:0,0:0,3748
3:4,0:1,0:1,1:0,9:3,0:0,4:3,7:7,4:4,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,1:0,2:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3706
1:1,1:1,0:0,1:0,3:2,0:0,6:3,12:5,4:7,2:1,1:2,1:0,0:1,0:0,0:0,0:0,0:1,1:0,0:0,0:0,2:0,0:0,1:1,0:0,1:0,0:0,3706
3:2,0:0,0:0,3:6,5:4,2:2,0:1,0:0,0:0,0:0,0:0,1:0,1:1,0:0,1:1,1:0,0:0,1:0,5:3,0:0,0:0,0:0,10:7,0:1,0:0,0:0,3706
1:0,0:5,1:0,3:1,1:2,0:0,2:2,19:16,1:1,1:2,1:0,0:1,0:0,0:0,0:0,0:0,0:0,0:1,1:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,3706
1:0,1:2,3:0,5:3,2:2,1:2,3:3,0:3,1:1,0:0,0:4,0:1,1:0,0:0,0:1,1:1,0:0,0:1,2:2,3:1,0:0,1:0,2:7,1:1,0:0,0:0,3706
0:0,0:0,0:0,0:0,0:0,32:27,0:0,0:0,1:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:3,0:0,0:0,0:0,0:0,3706
0:0,0:0,0:0,0:0,0:0,27:24,0:0,0:0,0:0,0:0,0:2,1:0,0:1,0:0,0:0,1:0,1:0,4:5,0:0,0:0,0:0,0:0,0:0,0:0,0:0,2:0,3706
28:17,0:0,0:1,0:0,1:0,3:3,0:0,0:1,1:1,0:0,0:0,3:1,0:0,0:0,0:0,3:5,0:0,0:0,3:3,0:0,0:0,0:1,0:0,0:0,0:0,0:0,3706
5:5,0:0,1:2,4:6,1:1,0:0,0:1,0:1,4:2,0:0,0:0,2:2,0:0,0:0,0:0,9:6,0:0,0:0,11:11,0:0,1:0,0:0,0:0,0:0,0:0,0:0,3706
1:0,6:2,0:2,1:1,3:0,0:0,2:2,27:15,1:1,0:0,0:3,2:0,1:0,0:0,1:0,0:0,0:0,1:0,2:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,3706
3:6,3:4,5:5,2:3,4:4,4:5,1:2,4:2,5:1,0:0,2:2,0:0,0:1,0:0,0:1,1:2,0:0,0:1,5:3,0:0,0:0,0:0,0:1,0:1,1:0,0:0,3706
13:5,0:0,0:0,0:0,0:0,6:9,14:16,0:0,4:8,0:1,0:2,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:1,0:1,0:0,0:1,0:0,0:0,0:0,0:0,3706
0:0,0:0,0:0,7:5,0:0,0:0,0:0,0:0,3:6,0:0,0:0,0:1,0:0,0:0,0:0,11:6,3:2,0:0,13:9,0:0,0:0,0:1,0:0,11:8,0:0,0:1,3706
1:1,1:0,0:2,0:0,5:5,2:1,17:15,0:1,7:13,0:0,3:1,0:0,0:0,0:0,0:0,0:0,0:1,1:1,4:3,0:0,1:1,0:0,0:1,0:0,0:0,0:0,3706
2:2,4:3,7:11,0:1,0:1,1:2,6:6,2:2,14:14,1:1,0:1,0:1,2:1,0:0,0:0,2:1,0:1,0:0,3:7,0:0,1:0,0:1,0:0,1:0,0:0,0:1,3706
5:3,1:1,2:3,7:6,6:3,3:2,3:4,7:11,8:5,1:1,2:1,1:0,0:1,0:1,1:0,2:3,1:0,1:0,1:2,0:0,1:0,0:1,1:0,0:1,0:0,0:1,3706
2:1,2:5,2:2,6:5,1:1,0:1,4:5,0:0,13:8,3:2,1:1,0:1,12:10,0:0,1:1,4:4,0:0,6:5,0:2,0:0,0:0,1:1,0:0,0:0,1:0,0:0,3706
0:0,4:1,2:1,0:1,1:1,0:0,9:4,5:6,1:2,7:4,10:2,0:2,8:6,5:6,0:0,0:2,4:1,1:2,0:0,0:0,1:1,1:0,7:6,8:3,1:4,1:0,3706
2:5,4:1,3:1,15:19,6:1,0:0,2:3,3:4,6:2,3:3,2:2,1:1,6:1,1:0,1:0,5:9,0:0,0:1,10:12,0:0,0:0,0:0,0:1,0:1,0:0,0:0,3706
1:2,0:0,3:4,0:0,0:0,76:52,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,4:3,0:0,0:1,0:0,0:0,3706
6:3,0:0,1:2,3:8,16:6,2:2,0:0,0:0,0:4,0:0,0:1,18:8,0:1,0:0,0:0,11:7,0:0,0:0,10:8,20:15,0:0,0:1,0:0,0:0,0:0,0:0,3706
19:15,0:1,3:4,0:0,0:0,42:28,1:0,0:0,28:17,0:0,0:0,1:0,0:0,0:0,0:0,0:2,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,3706
12:16,2:5,14:11,1:2,5:5,4:8,2:3,6:7,11:13,0:0,0:1,1:3,2:3,0:0,1:1,4:4,1:0,4:5,6:8,0:0,0:0,5:1,0:0,0:0,0:0,0:0,3706
3:4,7:7,0:0,7:6,2:2,0:0,11:24,9:12,1:2,4:5,9:18,0:0,1:3,6:6,3:1,1:0,0:0,1:3,0:0,0:0,2:11,0:1,21:14,0:1,1:2,0:0,3706
0:0,0:0,0:0,0:0,0:0,0:0,1:5,2:2,0:0,0:1,108:88,0:0,0:0,3:9,0:0,0:0,5:17,0:0,0:0,0:0,0:1,0:0,0:3,1:1,0:1,0:6,3706
0:0,0:0,0:2,0:1,0:0,124:96,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:1,0:0,0:0,16:15,0:1,1:1,0:0,0:0,0:0,0:2,3706
14:11,10:16,15:21,11:11,6:6,0:1,36:18,0:1,8:12,5:8,20:12,1:1,17:9,0:0,0:0,3:2,1:1,2:2,0:1,0:0,3:1,1:1,0:2,1:1,0:1,0:1,3706
1:4,15:4,1:0,38:37,30:21,2:13,18:14,50:45,99:47,1:5,11:17,0:0,23:24,0:0,1:2,14:19,1:12,10:4,0:6,0:0,2:5,12:20,15:25,6:17,0:1,3:6,3706
0:0,2:4,17:12,56:46,50:34,0:0,138:121,30:40,32:31,10:12,9:30,1:3,13:20,3:10,6:4,40:33,2:3,1:1,10:8,0:0,0:0,3:1,11:36,0:2,1:1,1:1,3706
0:0,0:0,1:0,0:0,0:1,1:0,0:0,0:0,1:0,1:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,3705
0:0,1:0,0:0,0:0,0:1,0:0,2:1,0:1,0:0,0:0,0:1,0:0,0:1,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3705
0:2,0:0,0:0,0:0,0:0,1:0,0:0,1:0,4:4,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,3705
0:0,0:0,0:0,0:0,0:1,0:0,1:1,5:4,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3705
2:1,0:0,3:0,4:1,0:0,0:0,0:1,0:0,1:3,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3705
0:0,1:0,0:0,0:0,2:0,0:0,2:4,0:1,0:0,0:1,0:1,0:0,2:0,0:0,0:0,0:1,0:0,2:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3705
0:0,8:8,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3705
0:0,2:4,1:0,0:0,0:0,0:0,1:1,0:1,0:2,0:0,1:1,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,3705
1:0,1:0,0:0,0:0,0:1,1:0,2:2,3:3,1:1,0:0,0:1,0:0,0:0,0:0,0:0,0:1,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,3705
0:1,0:0,5:6,0:2,0:0,3:4,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,2:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3705
0:1,0:1,0:0,2:1,4:2,0:0,0:0,0:0,0:0,0:2,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,5:5,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3705
1:2,0:0,0:0,0:0,6:1,0:0,0:0,7:4,1:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3705
0:1,0:0,0:1,0:1,0:1,3:3,2:3,0:1,3:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:1,0:0,0:0,0:0,0:1,0:1,0:0,0:0,3705
0:0,2:0,0:0,1:1,4:2,0:0,1:2,1:0,0:1,0:0,1:0,0:0,1:0,0:0,0:1,1:0,0:0,0:0,0:1,0:0,0:1,0:0,0:0,1:0,0:0,0:0,3705
0:0,0:0,0:1,2:2,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:2,4:5,0:0,2:4,0:0,1:0,1:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,3705
0:0,0:1,0:1,2:0,1:0,2:3,0:1,2:2,1:2,0:2,0:0,0:1,0:1,0:0,0:0,0:1,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3705
0:0,5:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,4:5,0:0,0:0,4:4,0:0,1:0,0:0,0:0,0:0,0:0,0:0,3705
0:0,0:0,0:1,2:2,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:2,4:5,0:0,2:4,0:0,1:0,1:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,3705
0:0,0:1,0:1,2:0,1:0,2:3,0:1,2:2,1:2,0:2,0:0,0:1,0:1,0:0,0:0,0:1,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3705
0:0,5:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,4:5,0:0,0:0,4:4,0:0,1:0,0:0,0:0,0:0,0:0,0:0,3705
0:0,0:1,2:1,0:0,0:0,1:1,1:4,1:0,0:1,0:0,0:1,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3:1,0:0,5:1,0:1,0:0,0:0,3705
7:3,0:0,0:0,0:1,5:3,0:1,0:0,2:1,0:0,1:1,0:0,1:0,0:0,0:0,0:0,2:1,0:0,0:0,0:0,0:0,2:1,0:0,0:0,0:0,0:0,0:1,3705
0:0,2:1,1:1,0:1,2:0,0:0,4:1,4:4,0:0,1:1,1:0,0:1,0:0,1:0,0:0,0:0,0:2,0:1,0:0,0:0,0:0,0:0,0:1,0:0,0:1,0:0,3705
0:0,0:0,4:3,2:1,0:1,3:4,0:0,0:0,3:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:2,0:0,0:0,4:2,0:0,0:0,0:0,0:0,3705
1:3,3:1,0:0,1:0,0:0,0:0,1:2,4:6,1:2,0:0,1:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,2:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3705
0:0,0:0,0:0,0:0,0:0,21:19,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3705
4:0,0:0,4:0,2:1,0:1,1:3,0:1,6:6,2:0,0:0,0:0,1:0,0:0,2:5,0:0,1:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3705
0:2,0:0,0:0,0:0,0:0,23:13,0:1,0:0,2:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,2:0,0:0,0:0,0:0,0:0,3705
0:0,0:0,5:5,1:0,0:0,8:3,2:2,0:0,2:3,0:0,0:1,0:0,1:0,0:0,1:2,1:1,0:0,0:1,1:0,1:2,0:0,0:0,0:1,0:0,0:0,0:0,3705
3:2,0:2,0:0,2:1,12:2,0:0,4:1,1:0,1:2,2:1,0:0,2:0,0:1,0:0,0:0,0:2,0:0,1:0,2:4,0:0,0:0,0:0,0:0,1:0,0:0,0:0,3705
0:2,2:2,1:1,0:2,0:0,1:1,0:1,7:10,4:1,0:4,0:2,0:1,0:0,0:0,0:0,0:1,0:0,0:1,0:1,1:2,0:0,0:0,0:3,0:0,0:0,0:0,3705
1:1,3:2,5:3,2:0,0:1,0:1,2:2,6:3,7:3,1:0,4:4,0:0,1:1,0:0,0:0,0:0,0:0,0:1,2:3,0:0,0:0,1:0,0:1,0:0,0:0,0:0,3705
3:2,0:2,2:0,0:1,3:3,0:1,0:1,0:1,0:1,0:0,0:1,1:1,0:0,0:0,0:0,18:12,0:0,1:0,3:5,0:0,0:1,1:0,1:0,0:1,0:0,0:0,3705
5:4,0:1,1:3,15:8,0:0,1:2,0:0,0:0,0:2,0:3,0:1,0:1,1:0,1:0,3:4,0:1,1:1,0:1,3:4,0:1,0:0,0:1,0:0,0:0,0:0,0:0,3705
1:6,0:0,1:1,0:1,3:3,22:22,1:1,0:0,1:2,0:0,0:0,0:0,0:1,0:0,0:2,0:1,0:0,0:0,1:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,3705
0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,2:4,32:29,0:0,0:4,0:0,0:0,0:0,0:0,0:0,0:1,0:0,3705
0:0,2:1,0:0,15:9,18:7,0:0,3:3,6:5,2:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,3705
0:0,16:5,0:1,0:3,2:0,4:2,4:3,11:5,0:1,1:0,5:1,0:0,4:0,0:0,2:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,3705
7:7,2:3,0:0,0:2,0:0,0:1,0:1,18:12,1:2,0:0,0:1,3:0,1:0,0:1,0:0,0:0,0:0,0:0,3:4,0:1,0:0,1:0,0:0,0:1,0:0,0:0,3705
2:3,0:0,1:0,0:1,0:2,0:0,0:0,1:0,1:0,0:0,0:1,2:2,0:0,0:0,0:0,8:11,0:1,0:0,17:20,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3705
0:0,18:12,0:0,0:0,0:0,0:0,0:0,17:12,0:0,0:0,0:1,0:0,0:0,3:2,0:0,0:0,0:0,0:0,0:0,11:4,0:0,0:0,0:1,0:0,0:0,0:0,3705
5:5,0:2,6:5,0:1,5:8,2:4,2:5,0:2,6:5,0:0,0:1,0:1,0:0,0:1,0:0,2:1,1:0,4:2,2:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,3705
1:1,0:0,1:2,0:2,35:33,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,2:4,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3705
4:2,2:5,0:0,1:0,21:14,0:0,5:3,2:5,3:3,0:0,0:0,1:0,3:4,0:0,0:0,2:0,0:0,0:0,1:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3705
3:3,5:3,19:11,5:2,1:0,2:3,2:2,6:3,1:1,1:0,0:0,0:1,4:2,0:0,1:0,0:0,0:0,1:0,0:0,0:0,0:0,1:0,0:0,0:1,0:0,0:1,3705
5:5,0:2,2:1,4:3,7:6,6:2,0:1,3:7,1:3,0:0,0:0,1:1,0:1,0:1,0:0,4:3,0:0,0:2,9:7,0:1,1:0,1:1,0:0,0:0,0:0,1:0,3705
0:3,0:0,18:10,0:0,2:3,11:5,0:1,0:0,17:9,0:1,0:0,0:0,0:2,0:0,1:1,1:1,0:0,0:0,0:1,0:1,0:1,1:1,1:3,0:0,0:1,0:2,3705
3:0,4:2,2:0,2:0,2:0,3:0,5:1,17:12,3:1,3:1,1:1,0:0,4:2,0:0,1:1,1:0,0:0,6:5,2:0,0:0,0:1,0:0,0:0,4:5,0:2,0:0,3705
1:2,0:0,3:1,0:0,1:2,58:48,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,4:2,0:0,0:0,0:0,0:1,3705
4:7,0:1,0:7,2:5,2:3,9:10,0:0,0:1,1:5,1:1,0:0,16:11,1:5,0:0,0:1,2:2,0:0,0:0,12:14,0:0,1:1,7:6,0:0,0:0,0:1,0:1,3705
0:0,13:8,1:0,1:2,2:0,1:2,5:5,8:9,2:0,2:4,14:4,1:0,1:3,1:4,1:0,2:5,4:11,1:1,0:2,0:0,0:0,1:1,7:6,1:0,1:3,0:1,3705
0:0,1:1,2:0,13:12,21:17,0:0,0:1,15:11,1:0,0:0,0:0,2:0,7:4,0:0,7:9,1:0,1:1,1:1,3:4,0:0,1:0,0:0,0:1,0:0,1:1,0:0,3705
1:1,1:3,1:0,10:6,0:0,0:1,1:2,60:26,2:3,1:0,0:1,1:0,0:0,1:1,0:0,0:1,0:1,2:1,1:1,0:1,0:0,0:0,8:7,0:1,0:0,0:0,3705
21:18,0:0,0:0,0:0,0:0,43:20,0:1,0:0,13:9,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,12:10,0:0,0:0,0:0,1:0,3705
3:3,6:10,2:3,5:7,1:2,5:5,9:8,21:19,2:3,7:3,3:5,1:0,1:1,1:2,0:1,1:2,0:0,1:2,2:6,0:0,0:1,0:0,0:1,2:2,0:0,0:0,3705
0:1,9:8,1:3,1:0,10:13,0:0,5:5,42:32,2:2,1:3,20:12,0:0,3:1,0:1,1:0,0:0,0:0,0:2,1:2,0:0,0:0,0:0,1:0,0:0,0:2,0:0,3705
64:71,0:0,0:3,0:0,0:0,15:16,0:0,0:0,0:0,0:0,0:0,2:4,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:3,0:0,0:2,0:0,0:0,0:0,46:28,3705
5:3,10:7,6:4,3:5,3:4,2:1,16:21,33:27,16:11,13:6,8:9,0:0,5:7,2:0,1:1,1:0,0:1,11:7,0:0,3:3,0:1,0:0,1:4,0:0,0:0,0:0,3705
1:1,3:4,2:2,5:7,6:4,7:3,7:9,61:56,4:6,8:10,1:4,3:1,2:1,0:0,1:0,2:2,6:3,6:5,1:4,5:7,0:0,0:0,1:5,0:1,0:1,2:1,3705
0:1,9:3,0:3,9:6,12:8,3:9,6:10,32:13,13:18,21:4,2:1,1:1,3:1,1:0,1:1,4:2,13:7,3:3,3:7,0:0,0:0,3:7,6:6,7:11,3:3,4:4,3705
2:0,1:2,6:7,14:13,2:0,43:23,1:1,1:1,19:28,1:1,1:3,1:3,0:0,1:5,0:2,5:2,1:6,1:1,19:13,32:27,0:1,5:6,4:6,3:4,3:1,0:0,3705
10:7,0:1,4:15,94:76,1:1,1:1,0:1,0:1,1:6,0:1,0:0,1:3,0:0,0:0,0:1,32:23,0:1,0:2,37:38,7:5,0:0,0:0,0:0,0:1,0:1,0:1,3705
