D.Va,Tracer,Zenyatta,Roadhog,Zarya,Mercy,McCree,Genji,Ana,Junkrat,Widowmaker,Orisa,Soldier: 76,Doomfist,Reaper,Reinhardt,Torbjörn,Pharah,Winston,Moira,Sombra,Lúcio,Hanzo,Mei,Bastion,Symmetra,Moira,hours,rank
2:0,0:0,0:0,0:0,0:0,5:4,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,2:2,0:0,0:0,6:4,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,Updated : 23 Hours Ago,3626
0:0,0:0,0:1,1:1,1:3,4:2,0:1,0:2,1:3,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,4:3,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 27 Hours Ago,3626
1:0,0:0,0:1,0:0,0:1,3:1,0:0,0:0,11:5,0:0,0:0,0:0,0:0,0:1,0:1,0:1,0:0,0:1,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 24 Hours Ago,3626
1:1,0:0,5:5,0:0,0:1,0:2,0:1,0:0,4:2,0:0,0:0,0:2,0:0,0:0,0:0,2:1,0:0,0:0,0:2,0:0,0:0,1:2,0:0,0:0,0:0,0:0,0:0,Updated : 25 Hours Ago,3626
1:2,0:0,1:1,0:0,1:1,5:8,0:0,0:0,4:7,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,Updated : 119 Hours Ago,3626
2:4,0:0,0:0,0:1,3:0,0:0,0:0,12:8,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,1:0,0:0,0:0,3:2,0:0,0:0,0:0,0:0,0:0,Updated : 41 Hours Ago,3626
0:0,1:1,1:0,0:1,0:0,0:0,14:7,0:1,3:2,0:0,2:1,0:0,2:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,Updated : 25 Hours Ago,3626
1:0,0:1,4:1,7:4,2:1,0:0,1:0,0:1,1:0,9:5,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,Updated : 26 Hours Ago,3626
1:0,1:0,10:4,0:0,0:0,0:0,3:5,0:0,0:0,1:0,2:5,1:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3:2,0:0,0:0,0:1,0:0,Updated : 21 Hours Ago,3626
8:2,7:2,3:0,5:1,0:0,1:2,6:2,1:0,0:1,0:0,2:1,0:0,1:1,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 7 Hours Ago,3626
1:0,0:1,0:1,4:5,0:1,0:1,0:2,0:1,15:9,1:2,1:1,0:0,0:1,0:1,0:0,0:1,0:1,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 20 Min. Ago,3626
0:0,0:0,0:1,0:0,0:0,28:18,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:1,0:1,0:0,Updated : 26 Hours Ago,3626
1:1,0:0,1:1,0:0,1:1,23:12,0:0,0:0,3:5,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 26 Hours Ago,3626
0:2,0:0,0:3,0:0,2:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,2:3,0:0,0:0,22:14,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:1,Updated : 24 Hours Ago,3626
0:0,2:2,7:2,0:0,0:0,0:1,5:12,3:0,1:0,0:0,0:1,0:0,0:0,0:0,3:1,2:1,0:1,0:0,3:1,2:0,0:0,0:0,0:0,0:0,1:0,0:0,2:0,Updated : 46 Hours Ago,3626
0:0,0:0,0:1,0:1,0:1,0:0,0:0,0:0,24:24,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 30 Hours Ago,3626
0:1,0:0,2:3,0:0,2:6,11:7,0:0,0:0,8:5,0:0,0:0,0:0,1:5,0:0,0:0,0:0,0:1,0:0,0:1,0:0,0:0,1:0,0:1,0:0,0:0,0:0,0:0,Updated : 22 Hours Ago,3626
1:0,0:0,0:1,0:0,2:0,15:12,0:0,0:0,11:10,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,Updated : 24 Hours Ago,3626
2:2,0:0,3:1,0:0,2:1,13:9,0:0,0:0,2:0,2:1,0:0,3:1,0:1,1:0,0:0,4:3,1:0,0:0,2:3,1:1,0:1,0:0,0:0,0:0,0:0,2:1,1:1,Updated : 10 Hours Ago,3626
5:2,3:1,2:3,2:2,4:5,3:1,5:3,0:0,5:5,0:0,0:0,0:0,1:2,0:0,0:1,1:0,0:1,1:0,3:1,0:0,0:1,0:1,0:1,0:0,0:0,0:0,0:0,Updated : 9 Hours Ago,3626
0:0,1:2,2:3,0:0,0:1,0:4,0:0,18:15,1:1,0:1,0:0,1:1,0:0,0:0,0:1,0:1,0:1,0:0,2:4,0:0,0:0,1:0,0:0,0:0,3:0,0:0,0:0,Updated : 142 Hours Ago,3626
1:1,3:4,0:0,6:1,2:1,0:0,1:1,8:10,0:0,0:2,5:8,0:2,0:0,1:0,0:0,7:0,0:1,0:1,0:0,0:0,0:0,0:1,0:0,0:1,0:0,0:0,0:0,Updated : 94 Hours Ago,3626
0:2,1:2,3:4,1:0,0:1,8:5,1:1,0:1,15:13,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,1:1,2:2,2:1,0:1,0:1,0:0,0:1,0:0,0:0,2:1,Updated : 7 Hours Ago,3626
0:1,0:0,3:4,1:0,0:0,11:3,0:0,0:0,0:2,0:0,0:0,1:0,0:0,0:0,0:0,1:1,0:0,0:0,4:1,2:3,0:0,25:12,0:0,0:0,0:0,0:0,2:3,Updated : 40 Hours Ago,3626
1:0,0:0,0:0,36:31,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,3:3,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 22 Hours Ago,3626
3:6,0:1,1:2,4:4,1:0,2:2,4:4,1:3,1:1,0:0,2:3,0:1,1:1,0:0,1:0,9:8,1:1,2:0,1:0,0:0,0:0,0:1,3:7,0:1,1:1,0:0,0:0,Updated : 19 Hours Ago,3626
0:2,1:1,15:12,4:3,0:1,7:14,0:0,0:0,1:2,4:3,1:0,0:0,0:1,0:0,0:0,1:3,0:0,1:0,4:5,0:0,0:0,1:0,0:1,0:0,0:0,0:0,0:0,Updated : 25 Hours Ago,3626
1:1,3:2,1:3,1:2,9:5,2:6,7:3,2:3,3:6,0:1,1:0,0:0,8:6,0:0,0:0,1:3,0:0,1:0,5:5,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,Updated : 96 Hours Ago,3626
2:2,3:7,1:0,4:1,1:3,0:0,5:6,20:12,1:1,1:1,3:5,1:0,1:2,0:0,0:0,1:2,0:0,3:1,2:1,0:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,Updated : 24 Hours Ago,3626
2:2,0:2,7:11,1:3,1:0,13:17,0:2,1:1,5:3,1:2,0:1,1:0,0:0,0:0,0:1,3:1,0:0,0:0,5:7,0:0,0:0,3:1,0:2,0:0,0:0,0:0,0:0,Updated : 27 Hours Ago,3626
0:0,0:1,0:0,0:0,0:0,0:0,13:15,0:0,0:0,0:0,31:48,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 36 Hours Ago,3626
6:5,11:10,2:2,2:4,1:1,3:2,3:4,13:13,4:4,2:1,1:6,0:1,0:2,0:0,0:0,8:4,0:1,1:1,3:1,0:0,0:0,0:3,0:3,0:0,0:0,0:1,0:0,Updated : 26 Hours Ago,3626
6:6,0:1,11:9,0:1,2:5,12:8,0:1,0:2,20:11,2:2,2:1,2:0,1:1,0:0,0:1,0:1,0:0,1:1,1:1,9:6,2:3,1:2,1:1,0:1,1:0,0:1,9:6,Updated : 23 Hours Ago,3626
0:2,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,91:57,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:1,0:0,0:0,0:0,0:6,0:1,0:0,0:0,0:0,Updated : 24 Hours Ago,3626
8:11,0:0,3:5,0:0,0:0,74:61,0:0,0:0,1:3,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:8,0:0,0:0,0:0,0:0,0:0,Updated : 25 Hours Ago,3626
0:1,1:6,13:12,3:5,3:1,6:9,8:13,9:8,2:6,29:20,1:3,2:1,2:4,0:0,0:0,0:0,1:1,4:6,11:7,0:0,0:0,0:1,2:4,0:0,0:0,0:0,0:0,Updated : 143 Hours Ago,3626
9:9,1:3,17:12,25:16,2:6,4:5,8:11,12:17,14:11,0:3,5:12,1:1,1:4,0:1,0:0,1:1,1:0,1:1,19:7,0:0,0:0,2:2,1:6,2:2,1:2,0:0,0:0,Updated : 133 Hours Ago,3626
0:1,0:0,2:3,0:0,9:14,0:1,0:2,163:115,12:23,0:0,0:2,0:1,0:0,32:61,0:1,19:36,0:2,0:1,4:2,0:0,0:0,0:0,2:5,0:0,1:2,0:0,0:0,Updated : 21 Hours Ago,3626
0:0,0:1,0:0,0:1,0:0,0:0,2:2,0:0,0:0,0:0,0:2,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 29 Hours Ago,3625
0:0,4:0,0:0,1:0,0:0,0:0,2:0,0:1,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 25 Hours Ago,3625
0:0,0:0,0:1,0:0,0:0,1:0,1:0,0:0,1:0,0:0,0:0,0:0,0:0,0:1,0:1,0:1,0:0,1:1,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 26 Hours Ago,3625
0:0,0:2,1:0,0:1,0:0,0:0,1:0,0:0,0:0,0:0,1:2,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 26 Hours Ago,3625
0:0,0:0,0:0,0:0,0:1,0:0,0:0,2:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,2:1,0:0,0:0,0:0,Updated : 48 Hours Ago,3625
0:0,0:0,0:0,0:0,1:1,1:0,0:2,1:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 18 Hours Ago,3625
0:0,0:0,0:0,0:1,0:0,0:1,0:0,0:1,3:4,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 35 Hours Ago,3625
0:0,0:0,0:0,0:5,0:0,0:1,0:0,0:0,0:1,0:0,0:0,0:1,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 47 Hours Ago,3625
1:1,0:0,0:1,0:0,0:1,1:0,0:2,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:1,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 25 Hours Ago,3625
0:0,0:0,0:0,0:0,0:0,6:1,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,4:0,0:0,0:0,0:0,0:0,0:0,Updated : 13 Hours Ago,3625
1:0,0:0,0:0,0:1,0:0,4:2,0:0,0:0,0:2,0:0,0:0,0:0,0:0,0:0,0:0,2:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 26 Hours Ago,3625
0:0,0:0,9:3,0:0,0:0,0:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 36 Hours Ago,3625
0:0,0:0,0:0,0:0,0:0,9:6,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 41 Hours Ago,3625
0:1,0:0,0:0,0:1,0:0,3:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,7:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 40 Hours Ago,3625
0:0,3:0,0:0,0:0,0:0,0:0,4:2,1:1,0:0,0:0,3:1,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,Updated : 21 Hours Ago,3625
0:0,0:1,0:0,0:0,1:0,0:0,1:3,1:1,1:0,0:0,0:1,0:1,0:0,0:0,1:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 26 Hours Ago,3625
0:0,0:0,1:1,0:0,0:0,0:0,0:1,0:2,1:2,1:0,1:1,2:2,0:1,0:0,0:0,0:1,0:0,0:0,0:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 48 Hours Ago,3625
0:0,0:1,0:0,0:1,1:0,0:0,1:1,2:2,1:0,0:0,0:2,0:0,0:1,0:0,0:0,0:0,0:0,2:1,0:0,0:0,0:0,0:0,1:0,0:1,0:0,0:0,0:0,Updated : 25 Hours Ago,3625
1:0,0:1,0:0,0:0,0:0,0:0,0:1,1:0,2:1,1:3,0:0,0:0,0:0,0:0,0:1,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,Updated : 25 Hours Ago,3625
1:1,0:0,1:1,0:1,0:0,1:3,0:1,0:0,1:1,0:0,0:0,0:0,0:1,0:0,0:0,1:0,1:0,0:0,0:1,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,Updated : 22 Hours Ago,3625
0:2,1:0,0:0,0:2,0:0,0:0,2:0,0:2,0:0,0:0,0:2,0:0,0:1,0:0,0:0,0:0,0:0,0:1,2:2,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 24 Hours Ago,3625
0:0,0:0,0:0,2:3,0:0,0:0,2:1,1:0,2:1,2:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,2:1,0:0,0:0,0:0,0:0,Updated : 43 Min. Ago,3625
1:1,0:0,4:0,0:0,0:1,1:1,1:0,5:1,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:1,0:0,0:0,0:0,0:0,0:0,Updated : 124 Hours Ago,3625
1:1,0:0,0:0,0:0,0:0,13:3,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 35 Hours Ago,3625
0:1,0:1,0:1,1:0,1:0,0:1,2:0,1:2,3:3,0:0,0:0,0:0,0:1,0:1,0:0,0:1,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,Updated : 24 Hours Ago,3625
0:0,0:0,0:0,0:0,0:0,11:9,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,Updated : 29 Hours Ago,3625
0:0,0:1,0:0,0:0,0:0,1:0,1:0,4:1,2:1,1:1,2:1,0:0,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:1,0:0,1:0,0:0,0:0,0:0,0:0,Updated : 10 Hours Ago,3625
3:3,0:1,1:1,0:1,1:1,0:1,0:1,0:1,1:0,0:1,0:1,0:0,0:1,0:0,0:0,0:2,0:1,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 360 Hours Ago,3625
0:1,0:0,0:0,0:0,4:6,0:1,0:0,1:1,3:10,0:0,0:0,0:0,1:0,0:0,0:0,0:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 24 Hours Ago,3625
1:1,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,2:0,0:0,10:2,0:0,0:0,9:5,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 15 Hours Ago,3625
0:0,0:0,0:0,0:0,0:0,22:10,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 5 Hours Ago,3625
1:3,0:0,1:1,0:1,3:3,7:7,1:1,0:0,1:1,0:0,0:0,0:0,0:1,0:0,0:2,0:1,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 24 Hours Ago,3625
1:2,5:5,1:1,1:2,2:1,2:2,0:1,3:3,1:3,0:0,0:0,0:0,1:0,0:1,0:0,0:0,1:0,1:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 26 Hours Ago,3625
0:0,1:3,0:0,0:0,0:0,0:0,2:3,6:8,0:0,0:1,1:3,0:0,1:1,0:0,1:0,0:0,0:0,3:1,0:0,0:0,0:0,0:0,2:1,0:1,0:0,0:0,0:0,Updated : 36 Hours Ago,3625
0:0,1:1,1:1,0:0,0:4,1:0,1:1,2:1,1:3,7:2,0:1,0:0,0:2,0:0,0:1,2:2,1:0,0:0,2:1,0:0,0:0,0:1,0:1,0:0,0:0,0:0,0:0,Updated : 12 Hours Ago,3625
0:0,13:7,0:0,4:5,1:3,0:0,0:1,0:0,2:2,0:0,0:1,0:0,0:1,0:0,0:0,1:1,0:0,0:0,2:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 19 Hours Ago,3625
0:0,2:5,0:0,0:0,3:0,0:0,2:4,5:7,0:2,0:0,6:1,0:0,2:0,0:0,0:0,0:0,0:0,1:0,0:1,0:1,0:1,0:0,0:1,1:0,0:0,0:0,0:1,Updated : 20 Hours Ago,3625
0:0,2:3,1:1,0:0,0:1,1:0,4:6,1:1,4:2,2:0,0:0,0:0,2:1,0:1,0:1,2:1,0:0,2:2,0:1,0:1,0:0,0:0,1:1,1:0,0:0,0:0,0:1,Updated : 10 Hours Ago,3625
1:1,0:0,3:2,2:0,1:1,0:0,16:18,0:0,2:2,0:1,0:0,0:0,0:2,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 66 Hours Ago,3625
1:0,1:0,2:2,2:0,3:0,1:2,2:1,5:3,8:9,0:0,0:0,0:0,0:0,0:0,1:0,3:0,0:0,0:0,7:5,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,Updated : 28 Hours Ago,3625
1:0,7:6,1:0,0:0,0:2,0:1,10:6,2:1,0:1,0:0,3:2,0:0,3:4,0:0,0:1,0:1,0:1,1:0,1:0,0:0,0:1,0:0,0:3,0:0,0:1,0:0,0:0,Updated : 68 Hours Ago,3625
3:8,0:0,0:0,0:0,20:19,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,2:2,0:0,0:0,2:4,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 24 Hours Ago,3625
4:5,0:0,1:2,0:1,0:5,13:10,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,5:10,0:0,0:0,1:3,1:0,0:0,1:1,0:0,2:3,0:0,0:0,1:0,Updated : 20 Hours Ago,3625
2:4,0:0,0:0,2:2,1:1,0:0,0:0,0:0,0:3,0:0,0:0,0:0,0:0,0:0,0:0,16:9,0:0,0:0,17:12,0:0,0:0,0:1,0:1,0:0,0:0,0:0,0:0,Updated : 24 Hours Ago,3625
4:3,14:12,0:0,2:1,0:0,0:0,2:2,3:5,0:0,0:2,1:3,0:0,10:8,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 24 Hours Ago,3625
0:0,0:0,0:0,4:5,0:0,0:0,2:2,20:8,0:0,3:5,0:0,0:0,2:2,0:0,6:5,4:3,0:0,0:0,1:1,0:0,0:0,1:0,0:1,0:0,0:1,0:0,0:0,Updated : 35 Hours Ago,3625
4:2,0:0,21:13,0:0,0:0,8:9,0:0,0:0,5:9,0:0,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,1:4,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,Updated : 5 Hours Ago,3625
0:2,0:0,0:0,0:0,0:0,59:43,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 28 Hours Ago,3625
3:5,7:5,3:1,4:1,1:0,6:2,4:2,21:11,8:3,1:0,1:1,0:1,0:2,0:0,0:0,2:2,0:0,0:2,1:3,0:0,0:1,0:0,0:0,0:0,1:1,0:0,0:0,Updated : 14 Hours Ago,3625
0:0,2:1,0:0,1:0,3:1,0:1,3:2,3:1,0:1,8:5,2:2,0:0,2:0,0:0,1:0,0:1,1:1,3:1,0:1,5:3,0:2,2:5,2:3,20:14,3:2,0:0,5:3,Updated : 35 Hours Ago,3625
1:0,1:3,1:1,10:6,0:1,1:0,3:1,17:17,2:4,3:4,5:9,1:0,0:1,0:1,0:0,2:2,0:1,0:2,2:1,0:2,0:0,1:1,2:1,1:2,0:1,1:0,0:2,Updated : 18 Hours Ago,3625
3:1,8:7,51:37,0:0,11:7,2:2,0:0,0:0,0:2,0:0,1:1,0:1,0:0,0:0,3:3,0:3,0:0,0:0,0:0,0:0,0:0,2:4,0:0,0:0,1:0,0:0,0:0,Updated : 29 Hours Ago,3625
6:6,0:1,2:2,5:9,1:4,8:3,0:0,0:0,7:10,0:0,0:0,0:0,0:0,0:0,0:2,30:31,0:2,0:0,5:10,0:0,0:0,10:4,0:0,0:0,0:1,0:0,0:0,Updated : 30 Hours Ago,3625
12:12,0:1,4:6,7:8,1:2,9:6,0:0,9:9,13:8,1:6,0:2,3:2,0:0,0:0,0:0,3:4,0:0,4:7,17:10,0:0,0:0,1:1,0:1,0:0,0:0,0:0,0:0,Updated : 98 Hours Ago,3625
24:15,4:5,11:5,4:1,0:0,2:1,13:12,0:0,15:23,1:4,2:4,0:1,1:2,0:0,0:1,4:5,0:0,0:0,3:3,0:0,0:0,0:1,2:4,4:3,0:0,0:0,0:0,Updated : 26 Hours Ago,3625
2:3,0:0,50:43,0:1,0:3,26:29,0:1,0:0,1:4,1:1,0:0,0:2,1:1,0:0,0:1,1:6,0:0,0:1,1:2,6:1,1:0,6:10,0:0,1:5,0:0,0:0,6:1,Updated : 32 Hours Ago,3625
6:11,1:1,19:14,1:5,9:8,45:35,3:2,1:1,7:15,1:1,3:6,2:2,0:0,0:1,0:1,0:1,0:1,0:0,9:7,0:0,0:1,2:2,0:0,0:2,0:0,0:0,0:0,Updated : 116 Hours Ago,3625
0:0,0:0,0:0,0:1,0:0,2:0,1:1,2:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 74 Hours Ago,3624
0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,5:4,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 4 Hours Ago,3624
0:0,1:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,3:2,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 51 Hours Ago,3624
0:0,0:0,0:0,0:0,0:0,0:0,1:2,2:1,1:0,0:0,0:1,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 34 Hours Ago,3624
0:0,0:2,0:0,0:0,0:1,0:0,0:3,0:1,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,1:0,0:0,0:0,0:0,Updated : 29 Hours Ago,3624
0:0,0:0,0:0,0:0,0:0,1:2,0:0,0:0,0:0,2:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,2:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,Updated : 36 Hours Ago,3624
0:0,0:0,0:0,0:0,4:2,0:0,1:0,0:0,0:1,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 30 Hours Ago,3624
0:0,0:0,0:0,0:0,0:0,0:0,1:1,5:4,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 12 Hours Ago,3624
0:0,0:0,0:0,1:0,0:0,0:0,1:0,0:0,0:0,5:3,0:0,0:0,0:0,1:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 26 Hours Ago,3624
0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:1,0:0,1:5,2:1,0:0,Updated : 22 Hours Ago,3624
0:0,0:0,0:0,0:0,0:0,4:4,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:3,0:0,0:0,0:0,0:0,0:0,0:0,1:3,Updated : 23 Hours Ago,3624
0:0,0:0,0:0,0:0,0:0,0:0,6:3,1:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 11 Hours Ago,3624
0:0,2:1,1:3,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,1:0,0:0,0:0,0:1,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 25 Hours Ago,3624
0:0,1:1,0:0,2:3,0:1,0:0,1:0,0:0,0:0,0:1,1:1,0:1,0:1,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 3 Hours Ago,3624
0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:2,0:0,2:2,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,3:4,0:0,0:0,0:0,Updated : 131 Hours Ago,3624
